timestamp,itemid,property,value
1.43E+12,14671,790,n269880.000
1.44E+12,392392,888,195184 237874 971646 n288.000 424566 1115 1297729 n12.000 908104
1.44E+12,433059,104,1297729 n1200.000 10317
1.43E+12,456889,888,320753
1.44E+12,61847,815,769062
1.43E+12,421884,790,n242880.000
1.43E+12,42002,888,846884 106039 1181691
1.44E+12,31514,available,1
1.44E+12,67486,327,530843
1.43E+12,98728,862,1116693 33148
1.43E+12,159780,6,1273841 1209041 707081 31884 726714 150169 327543 610517
1.43E+12,359747,776,1061985
1.44E+12,347974,496,357961 986363 363182 357961 549517 464704 789585 720503 n61.200 464704 826669 1176545
1.44E+12,350629,678,1318713
1.44E+12,154912,888,417865 419745 1082131
1.44E+12,19003,available,0
1.43E+12,298868,available,1
1.43E+12,393134,categoryid,1477
1.44E+12,277651,888,1306558
1.43E+12,280375,888,1231680
1.43E+12,111530,792,1116693
1.43E+12,379520,321,769062
1.44E+12,235224,888,1305664 1181691
1.43E+12,402236,350,1116693
1.43E+12,106279,202,709821 n768.000 590055 785673
1.44E+12,391289,790,n71520.000
1.43E+12,262159,962,664227
1.43E+12,38403,364,1314184
1.43E+12,81075,categoryid,834
1.44E+12,261865,686,610834
1.44E+12,332761,581,472016 472016 181384 1041261 191208
1.44E+12,213464,364,805641
1.44E+12,233770,915,325894 1325686 1302225 150169 1098338 530843 57450 703408 718248 807503 320245 45447 703408 505888 72261 505888
1.43E+12,198209,available,1
1.44E+12,349737,839,874958
1.44E+12,433165,821,1241026 639502 n672.000 424566 780542 639502 n702.000 424566 416121 639502 n372.000 424566
1.43E+12,400577,364,926197
1.43E+12,30513,776,1000977
1.44E+12,306886,225,951585
1.44E+12,51354,888,875827 n103356.000 1154859
1.43E+12,325256,764,1285872
1.43E+12,447995,928,769062
1.43E+12,237318,71,1112205 824998
1.44E+12,55364,790,n14388.000
1.43E+12,299044,112,679677
1.43E+12,327424,available,1
1.43E+12,131383,397,n24.000
1.43E+12,359747,28,150169 274770 79212
1.44E+12,46130,776,1017908
1.43E+12,115244,348,23569
1.43E+12,391289,400,n600.000 424566
1.44E+12,290839,748,n42.000 1144008 802345
1.43E+12,370956,283,1304730 647527 435885 1082627 771741
1.43E+12,253353,42,508704 n60.000
1.44E+12,267535,678,49467
1.44E+12,458265,887,n24.000 396148
1.44E+12,379520,790,n28560.000
1.43E+12,137633,962,664227
1.44E+12,305760,821,1128577 1201794 1279422 1241026 639502 n516.000 424566 780542 639502 n384.000 424566 416121 639502 n588.000 424566 1128577 126278 1279422 1241026 639502 n1080.000 424566 780542 639502 n624.000 424566 416121 639502 n840.000 424566
1.43E+12,456889,917,208601 457503 1330795 1253648
1.44E+12,77884,790,n550680.000
1.44E+12,262159,364,532386
1.44E+12,311052,available,1
1.44E+12,407343,899,362953
1.44E+12,65889,451,1141052
1.44E+12,63184,790,n73920.000
1.43E+12,178496,415,769062
1.44E+12,20388,888,466885 458330 540608
1.43E+12,159835,888,1281890 951256 n300.000
1.43E+12,137633,888,1024724 963899 992862 951748 1300851 n20.400 1135780 1284577 n207.600 1284577 n19200.000 628176 n10800.000 134030 1284577 n96.000 1187104 1284577 n12.000 1175087 n12.000 1072114 1284577 1186729 681805 1284577 618514 980588 465272 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1.44E+12,167271,888,1196991 1156852
1.43E+12,15327,available,0
1.44E+12,37029,790,n243480.000
1.43E+12,140141,558,984245 1322342
1.43E+12,95426,723,769062
1.44E+12,25427,888,97272 916731 726612 648014 1284577 575349
1.43E+12,267839,112,679677
1.44E+12,229257,720,109425 10317
1.44E+12,367667,790,n19320.000
1.43E+12,225083,581,181384
1.44E+12,396318,581,472016 1021749 181384
1.44E+12,189429,678,922011 840490
1.43E+12,197005,981,1305534 664227 769062
1.44E+12,159603,790,n17520.000
1.43E+12,439202,790,n23160.000
1.44E+12,106279,888,709821 n768.000 590055 785673 1318567
1.44E+12,259455,102,n300.000 396934
1.44E+12,176162,790,n30120.000
1.43E+12,196038,159,519769
1.44E+12,262159,888,1051803 1059499 n713162508.000 992862 647924 728044 n25.920 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 491900 1284577 992862 625815 1119999 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000 1154859
1.44E+12,24855,993,626747 21098
1.44E+12,16813,6,283006 812080
1.44E+12,341548,202,710419 1318697
1.43E+12,78849,6,474559
1.43E+12,281657,6,1302066
1.44E+12,157361,888,442366
1.43E+12,420578,764,1285872
1.44E+12,77173,888,93254 877067 417038
1.43E+12,13031,227,956975 1065616
1.44E+12,375588,790,n39000.000
1.43E+12,138439,1036,1318567
1.43E+12,37583,available,1
1.44E+12,202835,915,325894 1325686 604620 994670 938027
1.44E+12,272563,790,n185880.000
1.43E+12,429607,764,1285872
1.43E+12,227628,790,n58440.000
1.43E+12,262159,619,n3840.000 1187104
1.43E+12,115244,790,n19200.000
1.43E+12,319910,296,866110
1.44E+12,329693,120,803915 923584 1062064 62852 945042
1.43E+12,8501,638,n12.000
1.44E+12,102229,888,1058682 1025080 n118200.000 n30.000 1135780
1.43E+12,323381,422,769062
1.43E+12,306433,227,977762
1.44E+12,161166,available,1
1.43E+12,423120,categoryid,535
1.44E+12,181576,available,0
1.43E+12,91452,917,652000 927133
1.44E+12,458265,364,848630
1.43E+12,37583,888,1907 1324053 162918
1.43E+12,334432,112,679677
1.44E+12,303715,558,726714 150169 640322
1.43E+12,189563,283,1293503 134025 n785748.000 1293503 27932 134025 317892 992688 1030883 478465 30603 846917 150169 101830 1128577 186923 429140 220313 193781 237874 509892 539823 76225 1083568 1101258 1128577 311357 1297729 n360.000 1178208 n4320.000 735252 1112868
1.44E+12,391289,available,0
1.43E+12,395153,790,n38760.000
1.43E+12,449646,categoryid,610
1.44E+12,466501,790,n425880.000
1.44E+12,107853,888,1122694 710086 1284577 635635
1.44E+12,57284,888,447296 234049 n61200.000 1318567 179336 86628
1.44E+12,262159,451,1141052 n48.000 140719 553394
1.43E+12,244504,446,769062
1.44E+12,58729,581,472016 472016 1021749 472016 181384 1041261 191208
1.43E+12,374363,1097,n2340.000 655992
1.44E+12,278679,698,377560
1.44E+12,250658,available,1
1.44E+12,47457,807,769062
1.43E+12,367667,categoryid,1404
1.43E+12,160259,689,150169 1002405
1.44E+12,43389,689,471783 827388
1.44E+12,196038,698,283006 812080
1.44E+12,355994,790,n190800.000
1.43E+12,357579,566,269011 n780.000 424566
1.43E+12,8501,202,407161
1.43E+12,302948,422,769062
1.43E+12,5206,categoryid,927
1.44E+12,239020,categoryid,491
1.43E+12,171959,637,769062
1.43E+12,347013,917,n713050344.000
1.43E+12,198798,790,n0.000
1.44E+12,221347,112,679677
1.43E+12,134118,790,n121560.000
1.43E+12,458894,283,294517 1285578 924094 1007685 1137825 1191692
1.43E+12,122604,496,357961 986363
1.43E+12,428825,678,939597
1.43E+12,216695,283,1091491 686540 164186 88145 493086 615215 290891 718248 552932 1230607 215412 150169 1007761 1227735 574675 30603 811147
1.43E+12,35881,364,922967
1.44E+12,444338,available,0
1.43E+12,390232,888,5135 453044 992862 951748 1137726 n21.600 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n96.000 1187104 1284577 n12.000 1072114 1284577 1186729 769062 1284577 1055803 1164666 613243 137425 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1.44E+12,380493,12,472016 181384
1.43E+12,376911,790,n232080.000
1.43E+12,412297,405,553394
1.44E+12,412404,790,n74280.000
1.43E+12,275269,400,269011 n720.000 424566
1.43E+12,141703,33,279887 421694
1.43E+12,122604,231,769062
1.44E+12,299044,790,n48720.000
1.44E+12,398579,335,287958
1.44E+12,369447,529,769062
1.44E+12,122834,688,901881 729388 745809 729388 1056884 729388
1.44E+12,289984,578,1240905
1.44E+12,202835,790,n63600.000
1.44E+12,370956,698,1304730 647527
1.44E+12,156489,978,684814
1.44E+12,308985,900,n600.000 424566
1.43E+12,183178,888,828577 713933
1.44E+12,273743,available,1
1.43E+12,373384,categoryid,373
1.43E+12,463280,available,1
1.43E+12,280375,566,n726.000 424566
1.44E+12,159780,790,n56436.000
1.44E+12,308053,6,1049960
1.44E+12,257952,888,153900 363182 n12072600.000
1.44E+12,98728,790,n85680.000
1.44E+12,46130,1032,703585 98606 1015535
1.43E+12,324624,790,n33840.000
1.44E+12,341548,1051,1312959 656844
1.44E+12,335975,839,618514
1.44E+12,329693,978,1003915 856768 116566 940076 677003 17670 1010684 314197 1066164 647240
1.44E+12,65889,696,717520 1240261
1.43E+12,227628,6,598588 150169 410229 150169 112336
1.44E+12,219936,available,0
1.44E+12,460188,categoryid,1051
1.44E+12,150217,415,769062
1.43E+12,150318,categoryid,1236
1.43E+12,332761,988,769062
1.44E+12,350766,689,150169 1002405
1.44E+12,58729,496,357961 986363 357961 986363 363182 357961 549517
1.44E+12,34435,available,1
1.44E+12,361103,888,437265 621217 n48.000 n121.200 333373 831479 973211 n14.400 1135780 1284577 n121.200 1284577 n15360.000 628176 n8640.000 1284577 n18.000 1187104 1284577 1186729 769062 1284577 1141052 n48.000 288796 1284577 414047 1078259 n52.800 1154859
1.44E+12,315545,available,0
1.43E+12,387691,802,1116693
1.43E+12,101094,413,769062
1.43E+12,336393,790,n31200.000
1.43E+12,78849,364,1005974
1.43E+12,437302,776,499590
1.43E+12,372688,364,806582
1.44E+12,188148,available,0
1.44E+12,98498,900,n330.000 424566
1.44E+12,143486,available,0
1.43E+12,200537,790,n229800.000
1.44E+12,315545,28,150169 431733
1.44E+12,87824,678,42652
1.44E+12,82174,400,1297729 n720.000 1178208 n900.000 424566
1.43E+12,150318,790,n54120.000
1.44E+12,60376,available,0
1.44E+12,110122,713,373898
1.43E+12,337335,42,n276.000
1.44E+12,10620,112,679677
1.44E+12,293687,790,n26640.000
1.44E+12,67748,1036,726612
1.44E+12,256368,available,1
1.43E+12,212837,400,n451.200 424566
1.43E+12,253353,581,191208
1.44E+12,167587,available,0
1.43E+12,464731,202,947210
1.43E+12,379752,6,1047879 1065616
1.44E+12,360173,581,91525 472016 472016 181384 1041261 191208
1.44E+12,343878,928,521441 1283718 86628
1.44E+12,337348,790,n63840.000
1.43E+12,49347,available,1
1.44E+12,329693,888,676719
1.44E+12,58869,1032,98606 1015535
1.43E+12,46130,available,1
1.43E+12,315543,202,666370
1.43E+12,156489,888,80553
1.44E+12,304877,790,n37800.000
1.44E+12,58961,202,1224012
1.43E+12,80299,678,191896
1.44E+12,462203,888,244081 363182 635635
1.43E+12,243355,686,769062
1.44E+12,457380,839,116244
1.43E+12,137633,698,1037891
1.44E+12,30024,678,6517 1009260
1.43E+12,276105,1079,769062
1.44E+12,69533,790,n83880.000
1.44E+12,102229,283,537209 1055803 1058682 1025080 n118200.000 468731 269774 380713 460346 410200 237874 43441 16970 857932 990716 80043 537209 1055803 1058682 n108000.000 375545 717971 228574 379482 694987 703408 1243756 971212 666094 509255 1226181
1.43E+12,428825,categoryid,1373
1.44E+12,182099,188,1297729 n600.000 1178208 n1200.000 10317
1.43E+12,167484,698,1283144 353870
1.44E+12,385376,available,1
1.44E+12,44220,888,294352 422480 616467
1.43E+12,393134,112,679677
1.43E+12,115525,955,988697 581051
1.43E+12,379264,790,n20880.000
1.43E+12,95655,112,679677
1.44E+12,332761,790,n231960.000
1.43E+12,10572,112,679677
1.43E+12,7438,790,n66120.000
1.43E+12,38796,917,398323
1.44E+12,165348,790,n15120.000
1.43E+12,392392,810,n288.000 424566
1.44E+12,334432,available,0
1.44E+12,30513,888,898004 1020928 373898 784581 1203131 1297729 n36.000 350726 30603 832471
1.44E+12,463379,695,769062
1.44E+12,436461,566,1297729 n780.000 1178208 n900.000 424566
1.44E+12,325262,790,n69480.000
1.44E+12,279976,495,n180.000
1.44E+12,12523,451,973211
1.43E+12,298868,776,724499
1.43E+12,198620,917,388150 1290171
1.44E+12,394254,888,581321 1131057 1318567
1.44E+12,461301,790,n6000.000
1.44E+12,67182,790,n46680.000
1.44E+12,302948,581,181384
1.43E+12,99496,364,863263
1.43E+12,122873,392,769062
1.43E+12,32057,112,679677
1.44E+12,161346,888,93254 877067 176870
1.44E+12,72011,available,0
1.44E+12,138114,888,n24.000 459719
1.44E+12,395153,917,585652 808585
1.43E+12,331725,790,n71040.000
1.44E+12,306886,936,n384.000 1187104
1.44E+12,204785,400,n552.000 639502 n720.000 424566
1.44E+12,93144,available,1
1.44E+12,59691,490,243742 647527 162165
1.44E+12,415437,888,870541
1.44E+12,255708,available,1
1.43E+12,422948,28,150169 274770 79212
1.43E+12,412312,810,n324.000 424566
1.43E+12,140848,112,679677
1.44E+12,50048,790,n278280.000
1.44E+12,198209,888,1051803 1059499 n713162556.000 992862 677128 221748 1185589 n25.920 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 491900 1284577 992862 625815 1119999 1284577 1141052 n24.000 288796 1284577 842796 1154859
1.44E+12,388097,available,0
1.43E+12,285729,461,988697 581051
1.44E+12,182642,888,648485 n2400.000 1318567
1.43E+12,422948,1079,769062
1.44E+12,427923,available,0
1.43E+12,248676,888,857982
1.44E+12,385376,283,253511 150169 31884 235933 49467 128733 614895 392514 1073038 253511 49467 128733 614895 392514 1073038 224903 94244 1189968 519519 857932 230048 30603 167931 205513 653611 132466 986284 863335 253511 188678 292239
1.44E+12,190545,888,838163 1318567
1.43E+12,407343,764,1285872
1.44E+12,396238,400,1297729 n720.000 1178208 n900.000 424566
1.44E+12,67438,400,n552.000 639502 n720.000 424566
1.44E+12,80502,790,n47760.000
1.44E+12,328025,790,n26160.000
1.44E+12,436461,790,n317280.000
1.43E+12,381653,1036,1154859
1.43E+12,43389,71,1194885
1.44E+12,257952,678,392514 1052766
1.44E+12,95426,227,147181
1.44E+12,156108,available,0
1.43E+12,65426,790,n24840.000
1.43E+12,21989,283,1214748 1290698 280110 223597 n1440.000 707081 n228.000
1.43E+12,379520,776,448083
1.43E+12,275269,776,1177696
1.44E+12,161951,790,n6600.000
1.44E+12,328696,776,169341
1.44E+12,402110,790,n143760.000
1.44E+12,396238,available,1
1.44E+12,272187,581,191208
1.44E+12,188558,790,n173280.000
1.43E+12,94198,186,769062
1.43E+12,272563,888,1127335
1.44E+12,324543,225,570526
1.43E+12,183238,765,769062
1.43E+12,386146,790,n11880.000
1.44E+12,253615,790,n230280.000
1.43E+12,268881,25,1211562
1.44E+12,305786,790,n405240.000
1.44E+12,112792,283,357090 85368 751224 106292 1231822 357090 1119787 1168681 998165 639502 5041 840580 95473 1128577 93792 23485 1158829 108779 31884 1036954 1271914 148839 5041 898004 30603 1331563 108347 357090 237874 386817 44931 707081 766810 21488 366168 1215254 357287
1.44E+12,168527,888,253573 n42000.000 1324910 1267107 160468 992862 647924 1284577 342994 1284577 n36.000 1135780 1284577 n48.000 1187104 539109 661116 1257525 1284577 n6000.000 1187104 1284577 992862 625815 1119999 1284577 842796 1284577 1076034
1.44E+12,41217,790,n75480.000
1.43E+12,93144,468,341968
1.44E+12,462203,202,244081 363182
1.44E+12,315543,available,1
1.43E+12,174955,159,519769
1.44E+12,268266,790,n102480.000
1.44E+12,398579,790,n413880.000
1.44E+12,443030,888,1326860 262978 1133979 86628
1.43E+12,10659,776,1184052
1.43E+12,257952,348,530843
1.44E+12,356320,888,291128
1.44E+12,91249,790,n161040.000
1.44E+12,259455,available,1
1.44E+12,316135,790,n13920.000
1.43E+12,399728,28,150169 780351
1.43E+12,367667,550,769062
1.44E+12,261865,790,n11400.000
1.44E+12,355908,available,1
1.44E+12,360403,400,1297729 n660.000 1178208 n720.000 424566
1.44E+12,37945,available,1
1.44E+12,204070,available,0
1.44E+12,71846,888,853231 1330872
1.43E+12,156489,1036,1154859
1.43E+12,197980,839,234027 543080
1.44E+12,341548,790,n23880.000
1.44E+12,371590,790,n23760.000
1.44E+12,19003,202,1048402
1.43E+12,428805,790,n237120.000
1.43E+12,161688,790,n73560.000
1.43E+12,334662,790,n31440.000
1.43E+12,72611,1096,n60.000
1.43E+12,277613,159,519769
1.44E+12,396045,available,0
1.43E+12,6266,available,0
1.43E+12,202719,529,769062
1.43E+12,257040,888,816922 551231 1284577 635635
1.44E+12,122834,790,n96840.000
1.44E+12,374673,790,n112200.000
1.44E+12,428805,202,916731
1.43E+12,24855,764,1285872
1.44E+12,387279,790,n177840.000
1.44E+12,38403,available,0
1.44E+12,71957,available,1
1.44E+12,279976,915,325894 1325686 1302225 150169 1098338 604620 994670 938027 530843 57450 703408 718248 807503 320245 45447 703408 505888
1.44E+12,24855,888,298807 726612
1.43E+12,198209,790,n172680.000
1.43E+12,373384,112,679677
1.43E+12,253353,701,677966
1.43E+12,248816,202,95480
1.44E+12,281958,888,n23172.000 690687 610340 913084 834057
1.43E+12,306886,678,202346
1.43E+12,115525,790,n57480.000
1.44E+12,183178,202,662332
1.44E+12,93144,790,n58560.000
1.43E+12,212837,112,679677
1.43E+12,37029,988,769062
1.44E+12,261320,available,0
1.44E+12,190172,1032,703585 499075 1277894 98606 535924
1.44E+12,150318,888,1265514 1224110 734600 629205
1.44E+12,85940,689,150169 683159
1.44E+12,259487,6,440924 175937 1169029
1.43E+12,368094,6,177813
1.44E+12,231243,available,0
1.44E+12,184370,790,n839880.000
1.44E+12,60918,available,0
1.44E+12,460643,790,n25080.000
1.43E+12,91755,1066,n151.200 424566
1.44E+12,30024,available,1
1.43E+12,5206,689,150169 85384
1.43E+12,140861,888,n13308.000 1133979
1.43E+12,265166,888,476398
1.43E+12,291770,available,0
1.44E+12,69408,available,1
1.43E+12,80502,available,1
1.44E+12,451967,790,n40440.000
1.44E+12,315543,790,n81600.000
1.44E+12,123986,283,610340 431733 703408 1037495 934459 162538 320693 878486 1096621 610340 1046254 162538 320693 878486 285545 924703 909116 141733 19090 924703 308108 285766 601793 30603 788930 1046647 237874 448790 227411 657346 866223 211758 355523
1.44E+12,241752,790,n29760.000
1.44E+12,379002,400,269011 n900.000 424566
1.43E+12,216305,1036,961511
1.43E+12,44220,928,616467
1.44E+12,396045,1092,1122104
1.43E+12,429607,678,1115724
1.43E+12,253185,292,n12.000
1.43E+12,57165,470,769062
1.44E+12,139898,available,0
1.43E+12,288868,935,769062
1.44E+12,250696,888,387880 1128021
1.43E+12,198251,348,1115859 150169 30309 70966
1.44E+12,458265,839,367680
1.43E+12,170751,6,250259 1037547
1.44E+12,386056,776,487526
1.43E+12,350629,790,n252120.000
1.44E+12,61240,915,325894 1325686
1.44E+12,41932,790,n6960.000
1.43E+12,198620,384,726612
1.43E+12,243355,available,1
1.44E+12,332761,888,1183340
1.43E+12,207825,764,1285872
1.44E+12,379520,689,388803
1.43E+12,133415,348,530843
1.44E+12,318871,790,n46188.000
1.43E+12,256695,584,2850 278891
1.43E+12,284941,283,1217371 549830 73818 1046913
1.43E+12,270950,364,225789
1.44E+12,259455,214,1298303
1.44E+12,417464,790,n714000.000
1.44E+12,151839,available,0
1.44E+12,319910,categoryid,282
1.44E+12,370889,776,871480
1.44E+12,285729,495,n180.000
1.43E+12,80299,categoryid,1277
1.44E+12,305760,790,n39240.000
1.44E+12,281442,1032,703585 98606 1015535
1.43E+12,13031,678,820477
1.44E+12,188698,categoryid,1679
1.44E+12,269430,790,n79320.000
1.44E+12,99496,888,977238 771257 522237 816909 n683388.000 906640 1133979
1.43E+12,172063,307,593601 n3600.000 396934
1.43E+12,14671,496,464704 826669 1176545
1.44E+12,76196,102,n216.000 396934
1.44E+12,373384,888,435907 573886 1318567
1.44E+12,293687,776,703264
1.44E+12,247307,available,0
1.44E+12,156094,19,n96.000 639502 n168.000 350726
1.43E+12,459761,790,n37680.000
1.44E+12,84160,available,0
1.44E+12,160161,62,530843
1.44E+12,285729,888,351505 n108.000 113919 1284577 230420
1.44E+12,464731,790,n53640.000
1.44E+12,335975,451,1141052 n48.000 140719 553394
1.44E+12,330649,159,519769
1.43E+12,93900,available,1
1.44E+12,422948,available,0
1.43E+12,144076,822,769062
1.44E+12,260256,888,864259 1063261
1.43E+12,207825,888,371929 958245 435028
1.43E+12,387691,888,965009
1.43E+12,420578,888,185688
1.43E+12,44220,678,998264
1.44E+12,244504,888,1129416 364023 961511 769062
1.44E+12,122604,447,1107648 1157821 632043 871910 260167 814966 333542 260167
1.44E+12,291689,790,n29640.000
1.43E+12,276245,202,827469 18766
1.44E+12,308985,790,n232560.000
1.44E+12,60214,888,675707 1154859
1.43E+12,46130,283,1249027 71304 625779 71304 584715 716033 71 554804 1320974 495242 1158829 312815 93824 610340 1154859 86628 1244358 117991 1312408 598964 1128577 93792 487760 108779 369678 996394 1323749 n480.000 320772
1.44E+12,312728,888,441568 1154859 86628
1.44E+12,62866,227,529750
1.44E+12,161951,839,176870
1.43E+12,86238,available,1
1.43E+12,369447,available,1
1.44E+12,343861,categoryid,1120
1.43E+12,140141,888,1032094 334570 705498 237874 459719 639671 484436 1108539
1.43E+12,61847,819,1036219
1.44E+12,24477,839,212916
1.43E+12,280893,888,1190295 973082 980660 346454
1.44E+12,198620,available,1
1.44E+12,263188,888,797432 n768360360.000 1318567
1.44E+12,78978,790,n56280.000
1.43E+12,268266,928,127030
1.43E+12,272563,6,303149 1290698
1.44E+12,414460,790,n13200.000
1.44E+12,373384,available,1
1.43E+12,454672,928,206386
1.44E+12,257952,728,813694
1.44E+12,348196,888,1124401 n16440.000 726612 1052282 86628
1.44E+12,325256,900,n708.000 424566
1.44E+12,4332,178,769062
1.44E+12,257773,790,n186000.000
1.44E+12,13031,790,n269280.000
1.44E+12,413990,202,382158
1.43E+12,335913,790,n24960.000
1.44E+12,307285,112,679677
1.44E+12,462394,888,683597 n43476.000
1.44E+12,227470,790,n36000.000
1.44E+12,466472,964,769062 n2640.000 639502 n2760.000 1128577 486467 604633 769062
1.43E+12,346655,888,n3648.000 47996
1.43E+12,347974,917,843568
1.44E+12,48743,888,724243 1304377 264538 998349
1.44E+12,38796,available,1
1.43E+12,13031,available,1
1.44E+12,350819,790,n30588.000
1.44E+12,167484,categoryid,1407
1.43E+12,360403,6,977762
1.44E+12,347657,available,0
1.44E+12,156489,698,628374 24927
1.44E+12,55364,888,11996 n126072.000 26820 655992 150169 138242 784581 1297729 n24.000 350726 30603 832471
1.44E+12,240421,888,365160 n11854.080
1.44E+12,199810,available,1
1.44E+12,45121,790,n70440.000
1.43E+12,461301,112,679677
1.44E+12,137633,available,0
1.43E+12,291770,839,1138520 528881 172276
1.43E+12,438182,1081,769062
1.44E+12,337358,available,0
1.43E+12,86238,225,951585
1.43E+12,261793,790,n2640.000
1.43E+12,328696,790,n183120.000
1.43E+12,73593,available,1
1.43E+12,44220,917,294352 1256667 352218
1.43E+12,347974,categoryid,1483
1.44E+12,319992,790,n209640.000
1.44E+12,281958,202,n23172.000 690687 610340 913084 834057
1.44E+12,367490,790,n48240.000
1.43E+12,374841,107,769062
1.44E+12,375492,202,581004
1.44E+12,347013,962,664227 1305534 664227
1.44E+12,426298,888,451929 599442 651004 1284577 476705
1.44E+12,143486,227,984245 1322342
1.43E+12,306260,790,n142320.000
1.44E+12,407343,617,362953
1.44E+12,292760,888,1275486 961511 1284577 230420 868285
1.43E+12,388242,400,1133587 424566
1.43E+12,128394,283,733376 1318713 70949 238413 599029
1.44E+12,75994,790,n276720.000
1.43E+12,105334,790,n246120.000
1.44E+12,96776,400,n552.000 639502 n720.000 424566
1.44E+12,67486,400,n552.000 639502 n720.000 424566
1.43E+12,328901,available,1
1.44E+12,262159,283,1037891 127431 1059499 n713162508.000 127431 730175 n360.000 312815 1178058 1037891 1244358 157939 386817 983499 30603 615344 520279 855390 718248 94244 493696 150169 1138498 868573 30603 150169 1256252 200595 98614 237874 312815 1037891 1215254 646928 434503 1004914 614681
1.44E+12,276704,888,500040 n60.000 807959 n14400.000 10317 285933
1.43E+12,32057,283,619728 367680 134818 1223599 363182 200160 n6696.000
1.44E+12,412312,888,330236 291334
1.43E+12,77884,566,1178208 n780.000 424566
1.43E+12,449010,6,56529 150169 1087926
1.43E+12,87947,764,1285872
1.44E+12,425726,790,n108240.000
1.43E+12,204070,112,679677
1.44E+12,267010,790,n84120.000
1.44E+12,443875,categoryid,944
1.43E+12,204070,764,1285872
1.43E+12,315545,753,769062
1.44E+12,351825,available,1
1.43E+12,7438,161,188051
1.44E+12,372845,908,322954 237874 380713 77690
1.44E+12,189563,available,1
1.44E+12,10620,978,684814 521119 1010684 234274
1.43E+12,122604,765,769062
1.43E+12,83791,available,1
1.43E+12,275269,790,n917280.000
1.44E+12,343878,720,1297729 n13.200 1178208 n18.000 404373
1.43E+12,154912,917,417865 419745 1082131
1.43E+12,440128,159,519769
1.44E+12,316753,364,390779
1.43E+12,233263,326,914000
1.44E+12,47457,790,n14280.000
1.43E+12,21989,888,223597 n1440.000 707081 n228.000
1.44E+12,189429,839,1105798
1.43E+12,112568,686,769062
1.44E+12,374841,364,1209512
1.44E+12,279976,461,988697 536530
1.43E+12,76734,566,269011 n780.000 424566
1.43E+12,204070,400,269011 n720.000 424566
1.43E+12,139936,422,769062
1.43E+12,183178,972,873905
1.44E+12,267839,591,1116693
1.44E+12,277613,678,92148 824508
1.44E+12,123990,839,533266
1.43E+12,167271,204,992862 677128 221748 1288747
1.44E+12,306886,451,331161
1.43E+12,412297,available,1
1.43E+12,395153,available,0
1.43E+12,38403,71,783494
1.43E+12,420871,202,1252336 1149392
1.43E+12,305760,available,1
1.44E+12,437302,1032,1015535
1.43E+12,227470,839,388285
1.44E+12,20388,468,n12.000 272976
1.43E+12,325319,839,649882
1.44E+12,381653,225,1066831 n21600.000 1066831 n10800.000 558443 n31200.000 558443 n9600.000 973211 1046037 n25200.000 973211 1046037 n10200.000
1.44E+12,37029,581,472016 1021749 181384 1041261 191208
1.44E+12,335041,790,n117240.000
1.43E+12,381653,761,n1428.000 495356
1.44E+12,59691,790,n259200.000
1.44E+12,306433,790,n188280.000
1.43E+12,267010,776,114487
1.44E+12,21886,available,1
1.43E+12,422768,790,n140520.000
1.43E+12,6992,776,303905
1.43E+12,251813,790,n15480.000
1.44E+12,139898,888,694455 726612
1.43E+12,354676,653,1314495 237874 536050 1323749
1.43E+12,391131,888,1270889 n1296.000 628176
1.44E+12,461765,335,769062
1.44E+12,140861,790,n46080.000
1.43E+12,264801,available,0
1.43E+12,422425,928,769062
1.43E+12,120098,364,275799
1.43E+12,459186,364,741663
1.43E+12,462203,790,n79440.000
1.44E+12,197245,888,416876
1.44E+12,45121,available,1
1.43E+12,14671,790,n269880.000
1.43E+12,260581,230,1062064
1.44E+12,392392,888,195184 237874 971646 n288.000 424566 1115 1297729 n12.000 908104
1.44E+12,306513,19,n96.000 350726
1.44E+12,433059,104,1297729 n1200.000 10317
1.43E+12,456889,888,320753 767974 981281 1284577 840490 1253648
1.43E+12,421884,790,n242880.000
1.44E+12,31514,available,1
1.43E+12,154413,categoryid,646
1.43E+12,106279,899,362953
1.43E+12,461301,227,1214748 1186610
1.43E+12,383336,categoryid,1051
1.44E+12,347974,496,357961 986363 363182 357961 549517 464704 789585 720503 n61.200 464704 826669 1176545
1.44E+12,154912,888,417865 419745 1082131
1.44E+12,298868,available,1
1.44E+12,277651,888,1306558
1.44E+12,94198,815,769062
1.43E+12,280375,888,1231680
1.44E+12,235224,888,1305664 1181691
1.43E+12,94099,202,634276
1.43E+12,391289,790,n71520.000
1.44E+12,262159,962,664227
1.43E+12,81075,categoryid,834
1.44E+12,332761,581,472016 472016 181384 1041261 191208
1.44E+12,213464,364,805641
1.44E+12,233770,915,325894 1325686 1302225 150169 1098338 530843 57450 703408 718248 807503 320245 45447 703408 505888 72261 505888
